#TRACK_CODE,#RJ-CODE,#CV_IDS,#TAG_IDS,#SERIES_IDS,#ENG-NAME,#JAP-NAME,#THUMBNAIL,#IMAGES,#AUDIOS,#ADDITIONAL_URLS
19178,RJ276886,"1","1-2-3-4","1","Ripe Woman 12: Another Friend’s Mother","熟れた女12:友だちのお母さん 2人目","1->19178(0)","","2->19178t1",""
104239,RJ01099785,"35","48-1-61-89-37-58-12-13","","A childhood friend with a big ass who is a hidden bitch ~ Youthful impregnation and creampie sex that begins in the corner of the library ~","隠れビッチな尻デカ幼馴染〜図書室の隅っこで始まる青春孕ませ中出しエッチ〜","4->104239-0.jpg","4->104239-1.jpg","17->104239.mp3,4->104239_fellatio_loop.mp3",""
62351,RJ381365,"7","5-1-6-95-83-14-51","","Impregnated Elf Wife Sweet Toro New Wife Creampie in Pussy ♪","【中盤まで無料】孕ませエルフ嫁 甘とろ新妻お◯んこに中出し妊活性活♪","4->62351-0.jpg","4->62351-1.jpg","17->62351t1.mp3",""
104355,RJ01111560,"2","19-95-9-33","","Maternal tall plump busty elf sister’s passionate marriage-making sex♪","母性的な長身ムチムチ爆乳エルフお姉さんの発情求婚子作りセックス♪","4->104355-0.jpg","4->104355-1.jpg","17->104355t1.mp3",""
97353,RJ01064396,"17","5-19-1-95-9-20-43","","A high elf saint from an erotic game and a life filled with sex","エロゲーから出てきたハイエルフの聖女とセックス漬けの生活【KU100】","4->97353-0.jpg","4->97353-1.jpg","17->97353t1.mp3",""
96006,RJ01066807,"68","19-1-32-6-83-44-33-20-21","","Miss Menes’ healing erotic massage","【裸差分付き/癒し×焦らし】メンエス嬢の癒し性感マッサージ【KU100】","4->96006-0.jpg","4->96006-1.jpg,4->96006-2.jpg","17->96006t1.mp3,4->96006freetalk.mp3",""
58944,RJ369735,"14","19-1-56-37-14-21-51","31","A wife with a strong sexual desire who cares deeply and is kind to you!","【甘々孕ませ性活】心から気遣って優しくしてくれる性欲強めの嫁!～ビジネスワイフ制度～","4->58944-0.jpg","4->58944-1.jpg","17->58944t1.mp3",""
79769,RJ437264,"14","34-19-1-56-20-14-51","31","A wife with a strong sexual desire who cares deeply and is kind to you 2!","【甘々孕ませ性活】心から気遣って優しくしてくれる性欲強めの嫁2!～ビジネスワイフ制度～","4->79769-0.jpg","4->79769-1.jpg","17->79769t1.mp3",""
72132,RJ437174,"3","34-19-56-14-51","31","A cool, super beautiful, and sexually strong wife who treats you with kindness and care!","【発売から一週間限定クリオナニーボイス付き】包み込むように優しくしてくれるクールで超美人で性欲強めの嫁!～ビジネスワイフ制度～","4->72132-0.jpg","4->72132-1.jpg","17->72132.mp3,4->72132omake.mp3",""
98351,RJ01067350,"69","34-69-1-82-9-23-22-71","","Cheeky female brat magical girl x 2 Oho voice hypnosis training","生意気メスガキ魔法少女×2オホ声催眠わからせ調教","4->98351-0.jpg","4->98351-1.jpg","17->98351t1.mp3",""
96687,RJ01066799,"70","48-82-6-9-83-58-12-13","","Forced Creampie Cohabitation of a Cheeky God-Waiting Gal JK ～ A plan to make her become a masturbator ～","生意気神待ちギャルJKの強制中出し同棲性活～わからせオナホ化計画～","4->96687-0.jpg","4->96687-1.jpg","17->96687-t1.mp3,4->96687omake.mp3",""
104936,RJ01117438,"55","1-82-22-71","","Magical girl Filia who came to exterminate lolicons and a serious sex battle!","【早期購入割引】ロリコン退治に来た魔法少女フィリアとガチセックス勝負!(KU100マイク収録作品)","4->104936-0.jpg","4->104936-1.jpg","17->104936t1.mp3",""
104918,RJ01115734,"30","1-32-6-60-83-38","","An erotic cohabitation life with a super popular idol girlfriend while being sweetly aroused by a sense of superiority♪","超人気アイドル彼女と甘々優越感煽りされながら過ごすイチャエロ同棲ライフ♪","4->104918-0.jpg","4->104918-1.jpg,4->104918-2.jpg","17->104918t1.mp3",""
104243,RJ01100276,"35","19-32-6-33","","A story about being squeezed raw by a lewd older sister using high class soap.","【密着甘オホ声/スケベ淫語たっぷり】高級ソープでドスケベお姉さんにびゅくびゅく生搾りされちゃうお話","4->104243-0.jpg","4->104243-1.jpg","17->104243t1.mp3,4->104243ex.mp3",""
78709,RJ01051087,"71","5-19-9-33-14","","My classmate’s older sister, who looks neat but is a pervert ~ She’s having sex with me at my classmate’s house ~","見た目清楚なのにド変態な同級生のお姉ちゃん〜同級生の家で濃厚筆おろしだらイチャえっち〜","4->78709-0.jpg","4->78709-1.jpg","17->78709t1.mp3",""
98800,RJ01074203,"71","48-5-1-9-52-33-41","","My older sister asks me to overwrite it after being raped by her stepfather...","《期間限定110円》お姉ちゃんが義父に犯された後に上書きしてと僕に頼んでくる…","4->98800-0.webp","4->98800-1.webp","17->98800t1.mp3,17->98800omake.mp3",""
103401,RJ01078290,"35","48-34-89-82-12-13-54","","My childhood friend, a high school girl, pretended to be my ”lover” and started doing perverted sex with me as soon as I lost my memory.","【下品オホ声】幼馴染JKさん、僕が記憶喪失になった途端「恋人」のフリして性欲爆発ど変態えっちをしかけてきた。","4->103401-0.jpg","4->103401-1.jpg","17->103401t1.mp3",""
78226,RJ01045310,"35","5-19-6-52-83-33-41","","A countdown intense ejaculation lesson for the two of us with a big-breasted lewd older sister who is familiar to us from the past♪","昔馴染みの爆乳ドスケベお姉さんによる二人っきりのカウントダウン濃厚射精レッスン♪【2時間11分】【全10トラック射精あり】","4->78226-0.jpg","4->78226-1.jpg","17->78226t1.mp3",""
96261,RJ01062047,"51","1-82-60-27-57-59","","Watch this underground dollar rape AV♪ Serious love business fucking pussy fucking leaked out ♪ Until she becomes a lewd hentai AV actress whose pussy is drenched with deep throat","【イラマたっぷり♪】ぶりっこ地下ドル凌辱AVでびゅー♪ガチ恋営業クソマンコハメ撮り流出大炎上♪喉奥イラマでまんこびしょ濡れのドスケベヘンタイAV女優になっちゃうまで","4->96261-0.jpg","4->96261-1.jpg,4->96261-2.jpg,4->96261-3.jpg","17->96261t1.mp3",""
32593,RJ298123,"50","5-6-56-3-52-83-4-79","","Zero distance. mom massage chair","【音圧耳舐め】ゼロ距離。マママッサージチェア【ASMR・乳首責め・手コキ・騎乗位】","4->32593-0.jpg","4->32593-1.jpg","17->32593t1.mp3",""
79025,RJ01051227,"14","19-1-25-6-9-27-83-14-54","","The Knight Commander falls! It was supposed to be practice for Yaga, but before she knew it, she had serious insemination SEX","【低音ボイス×騎士×オホ声】騎士団長堕ちる!夜伽の練習だったはずがいつの間にか本気種付けSEX","4->79025-0.jpg","4->79025-1.jpg","17->79025t1.mp3",""
74830,RJ01021172,"3","19-1-9-64","","Exclusively for the master!! The maid hides under the futon and whispers erotically","ご主人様専用!!お布団潜って密着えちえち囁きメイド【フォーリーサウンド】","4->74830-0.jpg","4->74830-1.jpg","17->74830t1.mp3",""
104916,RJ01115242,"72","48-19-32-33","","Continuous creampie in the pussy right after a sweet and mischievous mom bans ejaculation for a month","甘々いじわるママの1か月射精禁止直後におまんこ連続性中出し","4->104916-0.jpg","4->104916-1.jpg","4->104916t1.mp3",""
101526,RJ01052199,"73","48-5-19-1-60-12-63","","Idol class uniform JK’s raw creampie vagina dispatch reflex ~ flirty secret op experience in swimsuit ~","アイドル級制服JKの生中出しおま〇こ派遣リフレ～水着でイチャイチャ裏オプ体験～","4->101526-0.jpg","4->101526-0.jpg","17->101526t1.mp3",""
74006,RJ01014263,"43","19-1-6-9-83-20-63","","The big-breasted manager is a naughty swimmer","巨乳部長はえっちなスイマー","4->74006-0.jpg","4->74006-1.jpg","17->74006t1.mp3,4->74006omake.mp3",""
97058,RJ01069758,"35","1-6-9-11-83-40-45","","Sexual desire x insomnia relief clinic ~ We will relieve insomnia due to excessive sexual desire with the best pleasure ~","【ドマゾ罵倒】性欲×不眠解消クリニック～性欲過多による不眠を最高の快感で解消いたします～","4->97058-0.jpg","4->97058-1.jpg","17->97058t1.mp3",""
60404,RJ376471,"39","6-9-52-83-33-41","","Dero sweet sister Miyuki elder sister spoils you with ear licking and nipple torture","でろ甘お姉ちゃん 耳舐めと乳首責め多めであなたをでろでろに甘やかす深雪お姉ちゃん","4->60404-0.jpg","4->60404-1.jpg","17->60404t1.mp3,17->60404omake.mp3",""
105206,RJ01060463,"74","48-5-19-1-32-9-40","","A sullen and lewd big-breasted nurse who is kind only to me ~ Sweet hospital life ~","僕だけに優しいむっつりどスケベ巨乳ナース〜あまあま入院生活〜","4->105206-0.jpg","4->105206-1.webp,4->105206-2.webp","17->105206t1.mp3",""
67055,RJ394803,"75","5-93-19-1-6-36-9-27-47-20-7-54","18","You have been chosen to be the sexual desire treatment pet of a horny and lewd holy angel!","【KU100】貴方は欲求不満ドスケベ聖天使の性欲処理ペットに選ばれました!","4->67055-0.jpg","4->67055-1.jpg","17->67055t1.mp3",""
73126,RJ426964,"76","5-19-1-95-14-50","","Elf Queen’s sweet baby-making summons~I’m not going home~","【ぶっかけ差分イラスト付き】エルフ女王のあまあま子作り召喚~もう俺は帰らない~【KU100】","4->73126-0.jpg","4->73126-1.jpg,4->73126-2.jpg","17->73126t1.mp3",""
100716,RJ01059618,"67-44","19-6-9-27-83-33-58-12","","I was imprisoned in a prestigious school for young ladies, and I was a doting masochist slave of the upper caste ladies.","名門お嬢様学校に監禁されたボクはカースト最上位お姉様たちの溺愛マゾ奴隷","4->100716-0.jpg","4->100716-1.jpg,4->100716-2.jpg,4->100716-3.jpg,4->100716-4.jpg,4->100716-5.jpg,4->100716-6.jpg","17->100716t1.mp3",""
69738,RJ420879,"53","5-61-101-26-36-64-28-59-21","","Nio is my master","ニオってご主人様","4->69738-0.jpg","4->69738-1.jpg,4->69738-2.jpg","17->69738t1.mp3",""
8504,RJ257142,"40","34-19-1-32-6-9-83-40","32","Ear licking semen examination by perverted nurses♪","変態ナースさんたちの耳舐め精液検診♪","4->8504-0.jpg","4->8504-1.webp","17->8504t1.mp3",""
73968,RJ01012291,"6","5-19-1-32-6-9-83-40-45","32","A story about being treated to ear licking by dirty nurses♪","【KU100】ドスケベナースさんたちにひたすら耳舐め治療をされるお話♪","4->73968-0.jpg","4->73968-1.jpg","17->73968t1.mp3,4->73968freetalk.mp3",""
68917,RJ405426,"16-62","69-19-81-32-6-83-64-17","32","A story where the most popular girls at the cat ear maid cafe sweetly lick your ears and serve you♪","【KU100】猫耳メイドカフェで人気ナンバーワン&ツーの女の子に甘々耳舐め接客をしてもらうお話♪","4->68917-0.jpg","4->68917-1.jpg,4->68917-2.jpg,4->68917-3.jpg","17->68917t1.mp3",""
72421,RJ441038,"70","19-1-38-9-58-12-13-45","","Using a lewd hypnosis app, I trained my best friend’s innocent JK girlfriend for a week 〜 A story about how she was forced into estrus and served climax creampie〜","【オホ声調教】ドスケベ催眠アプリで親友の清楚なJK彼女を1週間調教〜強制発情で絶頂中出しご奉仕させたお話〜","4->72421-0.jpg","4->72421-1.webp","17->72421t1.mp3,17->72421omake.mp3",""
98363,RJ01069295,"77","48-19-9-44-64-17","33","A secret option at your favorite maid cafe! Have your favorite maid provide you with naughty services!","行きつけのメイド喫茶で秘密の裏オプション!憧れの推しメイドにエッチなサービスをしてもらう!","4->98363-0.webp","4->98363-1.webp,4->98363-2.webp","4->98363t1.mp3",""
98305,RJ01042100,"35","5-19-32-9-64-14","","A clerical maid dispatched by the government to make babies is seriously erotic","【絶抜シコリテック】政府から派遣された子作り事務的メイドがマジでH(淫語、オホ声)","4->98305-0.jpg","4->98305-1.jpg,4->98305-2.jpg,4->98305-3.jpg,4->98305-4.jpg","17->98305t1.mp3",""
71397,RJ421105,"14","19-1-6-40","30","Clerical busty nurse’s onasapo semen squeezing sex","事務的巨乳ナースのオナサポ搾精えっち【KU100バイノーラル】","4->71397-0.jpg","4->71397-1.jpg","17->71397t1.mp3",""
66294,RJ397388,"39","19-66-1-6-40","30","A story about a naughty big-breasted nurse with a strong sexual desire who licks your ears and provides ona support♪","【たっぷり耳舐め】性欲つよつよのドスケベ巨乳ナースがに耳舐めオナサポご奉仕してくれるお話♪【KU100バイノーラル】","4->66294-0.jpg","4->66294-1.jpg","17->66294t1.mp3",""
53655,RJ337560,"10","9-40-33-28-21","","A cool and mean and bewitching nurse’s insistent whispering masochist nipple improvement program","クールで意地悪な妖艶ナースのしつこい囁きマゾ乳首改善プログラム【KU100】","4->53655-0.jpg","4->53655-1.jpg","17->53655t1.mp3",""
40253,RJ314617,"14","32-9-27-33","","A seductive and innocent older sister’s sticky nipple torture","【乳首性感】 煽情清楚なお姉さんのねっとり乳首責め","4->40253-0.jpg","4->40253-1.jpg,4->40253-2.jpg","17->40253t1.mp3",""
101258,RJ01094146,"64","48-5-19-9-27-33","","Practical training! Penis massage parlor","実践研修!ちんこマッサージ店(フォーリーサウンド)","4->101258-0.jpg","4->101258-1.jpg,4->101258-2.jpg,4->101258-3.jpg,4->101258-4.jpg","17->101258t1.mp3",""
80263,RJ01056162,"78","9-3-59","","A married woman’s nasty and mean verbal abuse - Even though I have a girlfriend, I can’t hold back my ejaculation after being forced to be marked","【逆NTR】人妻のドスケベ意地悪言葉責め∼彼女がいるのに無理矢理マーキングでわからせられて射精我慢できない","4->80263-0.jpg","4->80263-1.jpg,4->80263-2.jpg","17->80263t1.mp3",""
16322,RJ272093,"21","5-32-6-83-58-12-13","","Dirty student council president’s dick lesson ~ Sex after discipline ♪","ドスケベ生徒会長のチ〇ポレッスン～セックスは躾のあとでネ♪【KU100バイノーラル】","4->16322-0.jpg","4->16322-1.jpg,4->16322-2.jpg,4->16322-3.jpg,4->16322-4.jpg","17->16322t1.mp3",""
60632,RJ377445,"9","34-69-1-81-9-20","","Semen Factory ~Milked By a Cow Girl~","ザーメンファクトリー～牛ガールのザーメン乳絞り～【フォーリーサウンド】","4->60632-0.jpg","4->60632-1.jpg","17->60632t1.mp3",""
98275,RJ398288,"9","5-19-6-9-27-33","","Immediate reverse sex from a sexy older sister at a love hotel ~One night is just for having fun~","色っぽいお姉さんから逆ナン即ラブホ～ワンナイトは楽しく過ごすに限るでしょ～【KU100】","4->98275-0.jpg","4->98275-1.jpg","17->98275t1.mp3",""
20144,RJ279133,"9","5-6-67-9-83-14-58-12","","A JK gal has sex♪~A momentary saimin sex crazy voice","JKギャルにオシオキえっち♪～瞬間サイミンハメ狂いボイス【KU100バイノーラル】","4->20144-0.jpg","4->20144-1.jpg,4->20144-2.jpg,4->20144-3.jpg,4->20144-4.jpg","17->20144t1.mp3",""
106129,RJ01123822,"16-30","69-19-70-81-6-23-83-33","","Can you sleep with a fully erect bunny having sex with you?","【ALL無声音】フル勃起でバニーの発情トロマンに生ハメしたまま寝れますか?【スローセックス/ずっと生ハメ】","4->106129-0.jpg","4->106129-1.jpg","17->106129t1.mp3",""
105470,RJ01113343,"79","48-19-52-4-79","","Anyway, the lovey-dovey sex is spoiled by mom.","とにかくママから甘やかされるイチャラブぬきぬきセックス【ママショタ】","4->105470-0.jpg","4->105470-1.jpg","17->105470t1.mp3",""
104425,RJ01116660,"80","48-34-19-1-28-59-58-12","","A delinquent high school girl with bad behavior and poor grades has her anus and pussy raped by her teachers’ big dicks and is forced to use the female meat urinal.","素行や成績が悪い不良JKは先生達のデカち●ぽでアナルやお●んこを犯されメス肉便器にさせられる【プレミアムフォーリー】","4->104425-0.jpg","4->104425-1.jpg","17->104425t1.mp3",""
78939,RJ01041750,"3","5-19-1-6-56-9-83-64-20","34","The cool office maid is a masochist! ~ A perverted female dog who can’t resist is made to cum with a low-pitched voice and is thoroughly trained ~","【KU100】クールな事務的メイドはドM! ～我慢出来ない変態メス犬を低音オホ声アクメさせつつ、しっかり調教～","4->78939-0.jpg","4->78939-1.jpg","17->78939t1.mp3,4->78939freetalk.mp3",""
106927,RJ01127803,"81","5-69-19-17-68","","Heal the commander! Suyasuya Shinano’s Musou Cave","【アズールレーンASMR】指揮官を癒やし隊！すやすや信濃の夢想洞天","4->106927-0.jpg","4->106927-1.jpg,4->106927-2.jpg,4->106927-3.jpg,4->106927-4.jpg","17->106927t1.mp3",""
